yourId,addressString,expectedMatchPrecision,expectedFullAddress,expectedFaults,exampleNeeded,parcelPoint,issue,expectedAccuracyHigh,expectedConfidenceHigh
00135-CivicAddressFailedInPast,"1772 CARIBOO HWY 70 MILE HOUSE BC",BLOCK,"1772 Cariboo Highway 97, 70 Mile House, BC",[STREET_NAME.isHighwayAlias:0],F,,,T,T
00136-CivicAddressFailedInPast,"3545 PR EDWARD ST VANCOUVER BC",BLOCK,"3545 Prince Edward St, Vancouver, BC",[],F,,,T,T
00137-CivicAddressFailedInPast,671D MARKET HILL VANCOUVER BC ,BLOCK,"671D Market Hill, Vancouver, BC",[],F,,,T,T
00138-CivicAddressFailedInPast,100 mile house BC,LOCALITY,"100 Mile House, BC",[],F,,,T,T
00139-CivicAddressFailedInPast,"WILLOW DRIVE 70 MILE HOUSE BC",STREET,"Willow Dr, 70 Mile House, BC",[],F,,,T,T
00140-CivicAddressFailedInPast,gorge and gorge,INTERSECTION,"Gorge Bridge and Gorge Bridge, Esquimalt, BC","[STREET_QUALIFIER.missing:1 LOCALITY.missing:10 PROVINCE.missing:1]",F,,F,F
00141-CivicAddressFailedInPast,"Vancouver BC",LOCALITY,"Vancouver, BC",[],F,,,T,T
00142-CivicAddressNotInAnyAddressRange,"1 Commercial Dr Dease Lake BC",BLOCK,"1 Commercial Dr, Dease Lake, BC",[],F,,,T,T
00143-CivicAddressStreetNameNotPrimary,"1271 Winchester Rd Qualicum Beach ",CIVIC_NUMBER,"1271 Winchester Rd, Qualicum Beach, BC",[PROVINCE.missing:1],F,,,T,T
00144-CivicAddressWithHashCharacter,"#1-2145 PHILLIPS RD SOOKE BC",UNIT,"UNIT 1 -- 2145 Phillips Rd, Sooke, BC",[UNIT_DESIGNATOR.missing:0],F,,,T,T
00145-CivicAddressWithProvinceCode,"3010 Wood Ave Armstrong BC",CIVIC_NUMBER,"3010 Wood Ave, Armstrong, BC",[],F,,,T,T
00146-InterpolatedAccessPtOnEmptyBlock,"527 Superior St Victoria BC",BLOCK,"527 Superior St, Victoria, BC",[],F,,,T,T
00147-InterpolatedAccessPtOnBlockWithAccessPtSites,"388 Campbell St Duncan BC",BLOCK,"388 Campbell St, Duncan, BC",[],F,,,T,T
00148-InterpolatedAccessPtOnBlockWithParcelPtSites,"3484 Auchinachie Rd Duncan BC",BLOCK,"3484 Auchinachie Rd, Duncan, BC",[],F,,,T,T
00149-AccessPtForAccessPtSite,"30 Firth Cres Mackenzie BC",CIVIC_NUMBER,"30 Firth Cres, Mackenzie, BC",[],F,,,T,T
00150-AccessPtForHighAccuracyParcelPtSite,"3482 Auchinachie Rd Duncan BC",CIVIC_NUMBER,"3482 Auchinachie Rd, Duncan, BC",[],F,,,T,T
00151-AccessPtForMediumAccuracyParcelPtSite,"5670 Malibu Terr Nanaimo BC",CIVIC_NUMBER,"5670 Malibu Terr, Nanaimo, BC",[],F,,,T,T
00152-CivicAddressFailedInPast,"6006 Happy Valley Rd Summerland BC",CIVIC_NUMBER,"6006 Happy Valley Rd, Summerland, BC",[],F,,,T,T
00153-CivicAddressFailedInPast,"848 Esquimalt Rd Esquimalt BC",CIVIC_NUMBER,"848 Esquimalt Rd, Esquimalt, BC",[],F,,,T,T
00154-CivicAddressFailedInPast,"4390 Highway 33 Beaverdell BC",CIVIC_NUMBER,"4390 Hwy 33, Beaverdell, BC",[],F,,,T,T
00155-CivicAddressWithAbbreviatedStreetName,"Stelly's X Rd Central Saanich BC",STREET,"Stelly's Cross Rd, Central Saanich, BC",[],F,,,T,T
00156-CivicAddressInWrongLocation,"4427 Gaspardone Rd Kelowna BC",CIVIC_NUMBER,"4427 Gaspardone Rd, Kelowna, BC",[],F,,,T,T
00157-CivicAddressInWrongLocation,"4429 Gaspardone Rd Kelowna BC",CIVIC_NUMBER,"4429 Gaspardone Rd, Kelowna, BC",[],F,,,T,T
00158-CivicAddressWithUnescapedSpecialCharacter,"4429 Gaspardone\ Rd Kelowna BC",CIVIC_NUMBER,"4429 Gaspardone Rd, Kelowna, BC",[],F,,,T,T
00159-CivicAddressWithNegativeScore,Unit 7 7460 Lancaster Pike Hockessin DE,LOCALITY,"UNIT 7 -- Sooke, BC","[UNRECOGNIZED.notAllowed:33 UNIT_DESIGNATOR.notMatched:1 UNIT_NUMBER.notMatched:1 LOCALITY.notMatched:35 STREET_TYPE.missing:6 CIVIC_NUMBER.notInAnyBlock:10 PROVINCE.missing:1 MAX_RESULTS.too_low_to_include_all_best_matches:0]",F,,,F,F
00160-CivicAddressWithCivicNumberTreatedAsCivicNumberSuffix,650 South Terminal Ave nanaimo bc,CIVIC_NUMBER,"650 S Terminal Ave, Nanaimo, BC",[STREET_DIRECTION.notMatched:2],F,,
00161-NonCivicAddressWithKnownSiteName,"Anahim Lake Airport -- Anahim Lake BC",SITE,"Anahim Lake Airport -- Anahim Lake, BC",[],F,,,T,T
00162-NonCivicAddressWithKnownSiteNameAndMissingStreet,"Centennial Candle -- Victoria BC",SITE,"Centennial Candle -- Victoria, BC","[STREET_NAME.missing:10 STREET_TYPE.missing:6]",F,,,F,F
00163-NonCivicAddressWithKnownSiteNameandProvince,Anahim Lake Airport -- BC,SITE,"Anahim Lake Airport -- Anahim Lake, BC",[LOCALITY.missing:10],F,,,F,F
00164-NonCivicAddressWithHwyNameAlias,need example,SITE,need example,[STREET_NAME.isHighwayAlias:0],T,,,T,T
00165-CivicAddressWithFractionalCivicNumberSuffix,"535 1/2 Fisgard Street, Victoria, BC",CIVIC_NUMBER,"535 1/2 Fisgard Street, Victoria, BC",[CIVIC_NUMBER_SUFFIX.notMatched:1],F,,,T,T
00166-CivicAddressWithUTF-8FractionalCivicNumberSuffix,"535?ó Fisgard Street, Victoria, BC",CIVIC_NUMBER,"535 1/2 Fisgard Street, Victoria, BC",[CIVIC_NUMBER_SUFFIX.notMatched:1],F,,,T,T
00167-NumberedStreetName,"857 E 45th Ave Vancouver BC",CIVIC_NUMBER,"857 E 45th Ave, Vancouver, BC",[],F,,,T,T
00168-NumberedStreetNameWithEmbeddedBlanks,"857 E 45 th Ave, Vancouver, BC",CIVIC_NUMBER,"857 E 45th Ave, Vancouver, BC",[],F,,,T,T
00169-StreetNameWithGluedWords,"2845 Cedarhill Rd, Victoria, BC",CIVIC_NUMBER,"2845 Cedar Hill Rd, Victoria, BC",[],F,,,T,T
00170-LocalityNameWithGluedWords,"206 E 15th St, Northvancouver, BC",CIVIC_NUMBER,"206 E 15th St, North Vancouver, BC",[],F,,,T,T
00171-SiteNameWithGluedWords,"AnahimLake Airport -- Anahim Lake, BC",SITE,"Anahim Lake Airport -- Anahim Lake, BC",[],F,,,T,T
00172-StreetNameWithMultipleSpellingMistakes,"Omineca St, Kitimat, BC",STREET,"Omenica St, Kitimat, BC",[],F,,,T,T
00173-LocalityNameWithMultipleSpellingMistakes,"Sawasen, BC",LOCALITY,"Tsawwassen, BC",[],F,,,T,T
00174-SiteNameWithMultipleSpellingMistakes,"Anahyme Lak Arport -- Anahim Lake, BC",SITE,"Anahyme Lak Arport -- Anahim Lake, BC",[],F,,,T,T
00175-NumberedStreetName,"857 E 45th Ave	 Vancouver	 BC",CIVIC_NUMBER,"857 E 45th Ave	 Vancouver	 BC",[],F,,,T,T
00176-NumberedStreetNameWithEmbeddedBlanks,"857 E 45 th Ave, Vancouver, BC",CIVIC_NUMBER,"857 E 45th Ave, Vancouver, BC",[],F,,,T,T
00177-StreetNameWithTwoWordsGluedTogether,"2845 Cedarhill Rd, Victoria, BC",CIVIC_NUMBER,"2845 Cedar Hill Rd, Victoria, BC",[],F,,,T,T
00178-StreetNameWithGapBetweenWords,"1985 Mill Stream Rd, Highlands, BC",CIVIC_NUMBER,"1985 Millstream Rd, Highlands, BC",[],F,,,T,T
00179-UnknownSiteNameWithFrontGate,"Old Mill Stream Manor -- 1985 Millstream Rd, Highlands, BC",CIVIC_NUMBER,"Old Mill Stream Manor -- 1985 Millstream Rd, Highlands, BC",[SITE_NAME.notMatched],F,,,T,T
00180-UnknownSiteNameWithoutFrontGate,"Old Mill Stream Manor 1985 Millstream Rd, Highlands, BC",CIVIC_NUMBER,"Old Mill Stream Manor -- 1985 Millstream Rd, Highlands, BC","[SITE_NAME.notMatched,FRONT_GATE.missing]",F,,,T,T
00181-UnknownUnitwithUnknownSiteNameWithFrontGate,"APT 101 Old Mill Stream Manor -- 1985 Millstream Rd, Highlands, BC",CIVIC_NUMBER,"APT 101, Old Mill Stream Manor -- 1985 Millstream Rd, Highlands, BC",[SITE_NAME.notMatched],F,,,T,T
00182-UnknownUnitwithUnknownSiteNameWithoutFrontGate,"APT 101 Old Mill Stream Manor 1985 Millstream Rd, Highlands, BC",CIVIC_NUMBER,"APT 101, Old Mill Stream Manor -- 1985 Millstream Rd, Highlands, BC",[SITE_NAME.notMatched],F,,,T,T
00183-UnknownUnitAfterStreetWithUnknownSiteNameWithFrontGate,"Old Mill Stream Manor -- 1985 Millstream Rd APT 101, Highlands, BC",CIVIC_NUMBER,"APT 101,Old Mill Stream Manor -- 1985 Millstream Rd, Highlands, BC","[SITE_NAME.notMatched,UNIT_DESIGNATOR.notMatched,UNIT_NUMBER.notMatched]",F,,,T,T
00184-UnknownUnitAfterStreetWithUnknownSiteNameWithoutFrontGate,"Old Mill Stream Manor 1985 Millstream Rd APT 101, Highlands, BC",CIVIC_NUMBER,"APT 101,Old Mill Stream Manor -- 1985 Millstream Rd, Highlands, BC","[SITE_NAME.notMatched,FRONT_GATE.missing,UNIT_DESIGNATOR.notMatched,UNIT_NUMBER.notMatched]",F,,,T,T
00185-UnknownSiteNameAfterStreetWithoutFrontGate,"1985 Millstream Rd Old Mill Stream Manor, Highlands, BC",CIVIC_NUMBER,"Old Mill Stream Manor -- 1985 Millstream Rd, Highlands, BC",[SITE_NAME.notMatched],F,,,T,T
00186-UnknownUnitWithUnknownSiteNameAfterStreetWithoutFrontGate,"1985 Millstream Rd APT 101 Old Mill Stream Manor, Highlands, BC",CIVIC_NUMBER,"APT 101, Old Mill Stream Manor -- 1985 Millstream Rd, Highlands, BC","[SITE_NAME.notMatched,FRONT_GATE.missing,UNIT_DESIGNATOR.notMatched,UNIT_NUMBER.notMatched]",F,,,T,T
00187-SpelledOutProvinceName,"8525 TERRACE DR DELTA, BRITISH COLUMBIA",CIVIC_NUMBER,"8525 Terrace Dr, Delta, BC",[],F,,,T,T
00188-RedundantSpelledOutProvinceNameAndAbbreviation,"8525 TERRACE DR DELTA, BRITISH COLUMBIA, BC",CIVIC_NUMBER,"8525 Terrace Dr, Delta, BC",[PROVINCE_NAME.redundant],F,,T,T
00189-WordUNKNOWNInAddress,"975 BALMORAL RD UNKNOWN, VICTORIA, BC",CIVIC_NUMBER,"975 Balmoral Rd, Victoria, BC",[NOISE_WORD.notAllowed],F,,,T,T
00190-WordCANADAInAddress,"5142 MANOR ST CANADA, BURNABY, BC",CIVIC_NUMBER,"5142 Manor St, Burnaby, BC",[NOISE_WORD.notAllowed],F,,,T,T
00191-GDPostalElementAfterStreet,"400 GOWER POINT RD GD, GIBSONS, BC",CIVIC_NUMBER,"400 Gower Point Rd, Gibsons, BC",[POSTAL_ADDRESS_ELEMENT.notAllowed],F,,,T,T
00192-DNCPostalElementAfterStreet,"10631 ROCHDALE DR DNC, RICHMOND, BC",CIVIC_NUMBER,"10631 Rochdale Dr, Richmond, BC",[POSTAL_ADDRESS_ELEMENT.notAllowed],F,,,T,T
00193-RPOPostalElementAfterStreet,"1751 MARTINI WAY RPO, QUALICUM BEACH, BC",CIVIC_NUMBER,"1751 Martini Way, Qualicum Beach, BC",[POSTAL_ADDRESS_ELEMENT.notAllowed],F,,,T,T
00194-UnknownSiteNameAfterStreet,"2095 MARINE DR HOLLYBURN HOUSE, WEST VANCOUVER, BC",CIVIC_NUMBER,"HOLLYBURN HOUSE -- 2095 Marine Dr, West Vancouver, BC",[SITE_NAME.unknown],F,,,T,T
00195-SiteNameAfterStreet,"9580 WILLIAMS RD FRASERVIEW CARE LODGE, RICHMOND, BC",CIVIC_NUMBER,"FraserView Care Lodge -- 9580 Williams Rd, Richmond, BC",[SITE_NAME.notAtFront],F,,,T,T
00196-SiteNameAfterStreet,"9020 BRIDGEPORT RD LIONS MANOR, RICHMOND, BC",CIVIC_NUMBER,"LionsManor -- 9020 Bridgeport Rd, Richmond, BC",[SITE_NAME.notAtFront],F,,,T,T
00197-RedundantStreetTypeInAddress,"10008 COLDSTREAM CREEK RD RD, COLDSTREAM, BC",CIVIC_NUMBER,"10008 Coldstream Creek Rd, Coldstream, BC",[STREET_TYPE.duplicateNotAllowed],F,,,T,T
00198-RedundantStreetTypeInAddress,"10008 COLDSTREAM CREEK RD ROAD, COLDSTREAM, BC",CIVIC_NUMBER,"10008 Coldstream Creek Rd, Coldstream, BC",[STREET_TYPE.duplicated],F,,,T,T
00199-RedundantStreetTypeInAddress,"10008 COLDSTREAM CREEK ROAD RD, COLDSTREAM, BC",CIVIC_NUMBER,"10008 Coldstream Creek Rd, Coldstream, BC",[STREET_TYPE.duplicated],F,,,T,T
00200-RedundantStreetTypeInAddress,"10008 COLDSTREAM CREEK ROAD ROAD, COLDSTREAM, BC",CIVIC_NUMBER,"10008 Coldstream Creek Rd, Coldstream, BC",[STREET_TYPE.duplicated],F,,,T,T
00201-RedundantStreetTypeInAddress,"1 1430 CHESTERFIELD AVE AVE, NORTH VANCOUVER, BC",CIVIC_NUMBER,"UNIT 1 -- 1430 Chesterfield Ave, North Vancouver, BC",[STREET_TYPE.duplicated],F,,,T,T
00202-RedundantStreetTypeInAddress,"1 1430 CHESTERFIELD AVE AVENUE, NORTH VANCOUVER, BC",CIVIC_NUMBER,"UNIT 1 -- 1430 Chesterfield Ave, North Vancouver, BC",[STREET_TYPE.duplicated],F,,,T,T
00203-RedundantStreetTypeInAddress,"1 1430 CHESTERFIELD AVENUE AVE, NORTH VANCOUVER, BC",CIVIC_NUMBER,"UNIT 1 -- 1430 Chesterfield Ave, North Vancouver, BC",[STREET_TYPE.duplicated],F,,,T,T
00204-RedundantStreetTypeInAddress,"1 1430 CHESTERFIELD AVENUE AVENUE, NORTH VANCOUVER, BC",CIVIC_NUMBER,"UNIT 1 -- 1430 Chesterfield Ave, North Vancouver, BC",[STREET_TYPE.duplicated],F,,,T,T
00205-RedundantStreetTypeInAddress,"10140 BAMBERTON DR DR, RICHMOND, BC",CIVIC_NUMBER,"10140 Bamberton Dr, Richmond, BC",[STREET_TYPE.duplicated],F,,,T,T
00206-RedundantStreetTypeInAddress,"10140 BAMBERTON DR DRIVE, RICHMOND, BC",CIVIC_NUMBER,"10140 Bamberton Dr, Richmond, BC",[STREET_TYPE.duplicated],F,,,T,T
00207-RedundantStreetTypeInAddress,"10140 BAMBERTON DRIVE DR, RICHMOND, BC",CIVIC_NUMBER,"10140 Bamberton Dr, Richmond, BC",[STREET_TYPE.duplicated],F,,,T,T
00208-RedundantStreetTypeInAddress,"10140 BAMBERTON DRIVE DRIVE, RICHMOND, BC",CIVIC_NUMBER,"10140 Bamberton Dr, Richmond, BC",[STREET_TYPE.duplicated],F,,,T,T
00209-RedundantStreetTypeInAddress,"105 RIVER TERR TCE, NANAIMO, BC",CIVIC_NUMBER,"105 River Terr, Nanaimo, BC",[STREET_TYPE.duplicated],F,,,T,T
00210-RedundantStreetTypeInAddress,"105 RIVER TCE TCE, NANAIMO, BC",CIVIC_NUMBER,"105 River Terr, Nanaimo, BC",[STREET_TYPE.duplicated],F,,,T,T
00211-RedundantStreetTypeInAddress,"1168 DOUGLAS TERR TERR, PORT COQUITLAM, BC",CIVIC_NUMBER,"1168 Douglas Terr, Port Coquitlam, BC",[STREET_TYPE.duplicated],F,,,T,T
00212-RedundantStreetTypeInAddress,"1272 CREEKSTONE TERR TRC, COQUITLAM, BC",CIVIC_NUMBER,"1272 Creekstone Terr, Coquitlam, BC",[STREET_TYPE.duplicated],F,,,T,T
00213-RedundantStreetTypeInAddress,"1272 CREEKSTONE TRC TERR, COQUITLAM, BC",CIVIC_NUMBER,"1272 Creekstone Terr, Coquitlam, BC",[STREET_TYPE.duplicated],F,,,T,T
00214-RedundantStreetTypeInAddress,"1272 CREEKSTONE TRC TRC COQUITLAM, BC",CIVIC_NUMBER,"1272 Creekstone Terr, Coquitlam, BC",[STREET_TYPE.duplicated],F,,,T,T
00215-RedundantStreetTypeInAddress,"269 BURNS ST ST, COQUITLAM, BC",CIVIC_NUMBER,"269 Burns St, Coquitlam, BC",[STREET_TYPE.duplicated],F,,,T,T
00216-RedundantStreetTypeInAddress,"269 BURNS ST STREET, COQUITLAM, BC",CIVIC_NUMBER,"269 Burns St, Coquitlam, BC",[STREET_TYPE.duplicated],F,,,T,T
00217-RedundantStreetTypeInAddress,"269 BURNS STREET ST, COQUITLAM, BC",CIVIC_NUMBER,"269 Burns St, Coquitlam, BC",[STREET_TYPE.duplicated],F,,,T,T
00218-RedundantStreetTypeInAddress,"269 BURNS STREET STREET, COQUITLAM, BC",CIVIC_NUMBER,"270 Burns St, Coquitlam, BC",[STREET_TYPE.duplicated],F,,,T,T
00219-RedundantStreetTypeInAddress,"10881 SUNSHINE COAST HWY HWY, HALFMOON BAY, BC",CIVIC_NUMBER,"10881 Sunshine Coast Hwy, Halfmoon Bay, BC",[STREET_TYPE.duplicated],F,,,T,T
00220-RedundantStreetTypeInAddress,"10881 SUNSHINE COAST HWY HIG, HALFMOON BAY, BC",CIVIC_NUMBER,"10881 Sunshine Coast Hwy, Halfmoon Bay, BC",[STREET_TYPE.duplicated],F,,,T,T
00221-RedundantStreetTypeInAddress,"10881 SUNSHINE COAST HIG HWY, HALFMOON BAY, BC",CIVIC_NUMBER,"10881 Sunshine Coast Hwy, Halfmoon Bay, BC",[STREET_TYPE.duplicated],F,,,T,T
00222-RedundantStreetTypeInAddress,"10881 SUNSHINE COAST HIGHWAY HWY, HALFMOON BAY, BC",CIVIC_NUMBER,"10881 Sunshine Coast Hwy, Halfmoon Bay, BC",[STREET_TYPE.duplicated],F,,,T,T
00223-RedundantStreetTypeInAddress,"10881 SUNSHINE COAST HWY HIGHWAY, HALFMOON BAY, BC",CIVIC_NUMBER,"10881 Sunshine Coast Hwy, Halfmoon Bay, BC",[STREET_TYPE.duplicated],F,,,T,T
00224-RedundantStreetTypeInAddress,"10881 SUNSHINE COAST HIGHWAY HIGHWAY, HALFMOON BAY, BC",CIVIC_NUMBER,"10881 Sunshine Coast Hwy, Halfmoon Bay, BC",[STREET_TYPE.duplicated],F,,,T,T
00225-RedundantStreetTypeInAddress,"1065 CINNAMON SEDGE WAY WAY, NANOOSE BAY, BC",CIVIC_NUMBER,"1065 Cinnamon Sedge Way, Nanoose Bay, BC",[STREET_TYPE.duplicated],F,,,T,T
00226-RedundantStreetTypeInAddress,"902 5828 THUNDERBIRD BLVD BLV, VANCOUVER, BC",CIVIC_NUMBER,"UNIT 902 -- 5828 Thunderbird Blvd, Vancouver, BC",[STREET_TYPE.duplicated],F,,,T,T
00227-RedundantStreetTypeInAddress,"902 5828 THUNDERBIRD BLVD BOULEVARD, VANCOUVER, BC",CIVIC_NUMBER,"UNIT 902 -- 5828 Thunderbird Blvd, Vancouver, BC",[STREET_TYPE.duplicated],F,,,T,T
00228-RedundantStreetTypeInAddress,"902 5828 THUNDERBIRD BLVD BLVD, VANCOUVER, BC",CIVIC_NUMBER,"UNIT 902 -- 5828 Thunderbird Blvd, Vancouver, BC",[STREET_TYPE.duplicated],F,,,T,T
00229-RedundantStreetTypeInAddress,"902 5828 THUNDERBIRD BLV BLVD, VANCOUVER, BC",CIVIC_NUMBER,"UNIT 902 -- 5828 Thunderbird Blvd, Vancouver, BC",[STREET_TYPE.duplicated],F,,,T,T
00230-RedundantStreetTypeInAddress,"902 5828 THUNDERBIRD BLV BOULEVARD, VANCOUVER, BC",CIVIC_NUMBER,"UNIT 902 -- 5828 Thunderbird Blvd, Vancouver, BC",[STREET_TYPE.duplicated],F,,,T,T
00231-RedundantStreetTypeInAddress,"902 5828 THUNDERBIRD BLV BLV, VANCOUVER, BC",CIVIC_NUMBER,"UNIT 902 -- 5828 Thunderbird Blvd, Vancouver, BC",[STREET_TYPE.duplicated],F,,,T,T
00232-RedundantStreetTypeInAddress,"902 5828 THUNDERBIRD BOULEVARD BLV, VANCOUVER, BC",CIVIC_NUMBER,"UNIT 902 -- 5828 Thunderbird Blvd, Vancouver, BC",[STREET_TYPE.duplicated],F,,,T,T
00233-RedundantStreetTypeInAddress,"902 5828 THUNDERBIRD BOULEVARD BLVD, VANCOUVER, BC",CIVIC_NUMBER,"UNIT 902 -- 5828 Thunderbird Blvd, Vancouver, BC",[STREET_TYPE.duplicated],F,,,T,T
00234-RedundantStreetTypeInAddress,"902 5828 THUNDERBIRD BOULEVARD BOULEVARD, VANCOUVER, BC",CIVIC_NUMBER,"UNIT 902 -- 5828 Thunderbird Blvd, Vancouver, BC",[STREET_TYPE.duplicated],F,,,T,T
00235-RedundantStreetTypeInAddress,"9806 STIRLING ARM CRES CRESCENT, PORT ALBERNI, BC",CIVIC_NUMBER,"9806 Stirling Arm Cres, Port Alberni, BC",[STREET_TYPE.duplicated],F,,,T,T
00236-RedundantStreetTypeInAddress,"9806 STIRLING ARM CRES CR, PORT ALBERNI, BC",CIVIC_NUMBER,"9806 Stirling Arm Cres, Port Alberni, BC",[STREET_TYPE.duplicated],F,,,T,T
00237-RedundantStreetTypeInAddress,"9806 STIRLING ARM CRES CRES, PORT ALBERNI, BC",CIVIC_NUMBER,"9806 Stirling Arm Cres, Port Alberni, BC",[STREET_TYPE.duplicated],F,,,T,T
00238-RedundantStreetTypeInAddress,"9806 STIRLING ARM CR CRESCENT, PORT ALBERNI, BC",CIVIC_NUMBER,"9806 Stirling Arm Cres, Port Alberni, BC",[STREET_TYPE.duplicated],F,,,T,T
00239-RedundantStreetTypeInAddress,"9806 STIRLING ARM CR CRES, PORT ALBERNI, BC",CIVIC_NUMBER,"9806 Stirling Arm Cres, Port Alberni, BC",[STREET_TYPE.duplicated],F,,,T,T
00240-RedundantStreetTypeInAddress,"945 STONE FLY CLOSE CL, NANOOSE BAY, BC",CIVIC_NUMBER,"945 Stone Fly Close, Nanoose Bay, BC",[STREET_TYPE.duplicated],F,,,T,T
00241-RedundantStreetTypeInAddress,"945 STONE FLY CLOSE CLO, NANOOSE BAY, BC",CIVIC_NUMBER,"945 Stone Fly Close, Nanoose Bay, BC",[STREET_TYPE.duplicated],F,,,T,T
00242-RedundantStreetTypeInAddress,"945 STONE FLY CLOSE CLOSE, NANOOSE BAY, BC",CIVIC_NUMBER,"945 Stone Fly Close, Nanoose Bay, BC",[STREET_TYPE.duplicated],F,,,T,T
00243-RedundantStreetTypeInAddress,"945 STONE FLY CL CLOSE, NANOOSE BAY, BC",CIVIC_NUMBER,"945 Stone Fly Close, Nanoose Bay, BC",[STREET_TYPE.duplicated],F,,,T,T
00244-RedundantStreetTypeInAddress,"945 STONE FLY CL CL, NANOOSE BAY, BC",CIVIC_NUMBER,"945 Stone Fly Close, Nanoose Bay, BC",[STREET_TYPE.duplicated],F,,,T,T
00245-RedundantStreetTypeInAddress,"945 STONE FLY CL CLO, NANOOSE BAY, BC",CIVIC_NUMBER,"945 Stone Fly Close, Nanoose Bay, BC",[STREET_TYPE.duplicated],F,,,T,T
00246-RedundantStreetTypeInAddress,"945 STONE FLY CLO CLO, NANOOSE BAY, BC",CIVIC_NUMBER,"945 Stone Fly Close, Nanoose Bay, BC",[STREET_TYPE.duplicated],F,,,T,T
00247-RedundantStreetTypeInAddress,"945 STONE FLY CLO CL, NANOOSE BAY, BC",CIVIC_NUMBER,"945 Stone Fly Close, Nanoose Bay, BC",[STREET_TYPE.duplicated],F,,,T,T
00248-RedundantStreetTypeInAddress,"945 STONE FLY CLO CLOSE, NANOOSE BAY, BC",CIVIC_NUMBER,"945 Stone Fly Close, Nanoose Bay, BC",[STREET_TYPE.duplicated],F,,,T,T
00249-RedundantStreetTypeInAddress,"1401 COPPER MOUNTAIN CRT CRT, VERNON, BC",CIVIC_NUMBER,"1401 Copper Mountain Crt, Vernon, BC",[STREET_TYPE.duplicated],F,,,T,T
00250-RedundantStreetTypeInAddress,"1401 COPPER MOUNTAIN CRT COURT, VERNON, BC",CIVIC_NUMBER,"1401 Copper Mountain Crt, Vernon, BC",[STREET_TYPE.duplicated],F,,,T,T
00251-RedundantStreetTypeInAddress,"1401 COPPER MOUNTAIN COURT CRT, VERNON, BC",CIVIC_NUMBER,"1401 Copper Mountain Crt, Vernon, BC",[STREET_TYPE.duplicated],F,,,T,T
00252-RedundantStreetTypeInAddress,"1401 COPPER MOUNTAIN COURT COURT, VERNON, BC",CIVIC_NUMBER,"1401 Copper Mountain Crt, Vernon, BC",[STREET_TYPE.duplicated],F,,,T,T
00253-RedundantStreetTypeInAddress,"1 1040 MT REVELSTOKE PL PL, VERNON, BC",UNIT,"UNIT 1 -- 1040 Mt Revelstoke Pl, Vernon, BC","[STREET_TYPE.duplicated,UNIT_DESIGNATOR.missing]",F,,,T,T
00254-RedundantStreetTypeInAddress,"1 1040 MT REVELSTOKE PL PLACE, VERNON, BC",UNIT,"UNIT 1 -- 1040 Mt Revelstoke Pl, Vernon, BC","[STREET_TYPE.duplicated,UNIT_DESIGNATOR.missing]",F,,,T,T
00255-UnknownSiteNameWithFrontGate,"HOLLYBURN HOUSE -- 2095 MARINE DR, WEST VANCOUVER, BC",CIVIC_NUMBER,"Hollyburn House -- 2095 Marine Dr, West Vancouver, BC",[SITE_NAME.notMatched],F,,T,T
00256-UnknownSiteNameAfterStreetWithoutFrontGate,"2095 MARINE DR HOLLYBURN HOUSE, WEST VANCOUVER, BC",CIVIC_NUMBER,"Hollyburn House -- 2095 Marine Dr, West Vancouver, BC",[SITE_NAME.notMatched],F,,
00257-UnknownSiteNameWithFrontGate,"BRIDGE HOUSING -- 100 CORDOVA ST E, VANCOUVER, BC",CIVIC_NUMBER,"Bridge Housing -- 100 E Cordova St, Vancouver, BC","[SITE_NAME.notMatched,STREET_DIRECTION.notSuffix:0]",F,,,T,T
00258-UnknownSiteNameAfterStreetWithoutFrontGate,"100 CORDOVA ST E BRIDGE HOUSING, VANCOUVER, BC",CIVIC_NUMBER,"Bridge Housing -- 100 E Cordova St, Vancouver, BC","[SITE_NAME.notMatched,STREET_DIRECTION.notSuffix:0]",F,,,T,T
00259-GoodAddress,"689 ABBOTT ST, VANCOUVER, BC",CIVIC_NUMBER,"689 Abbott St, Vancouver, BC",[],F,,,T,T
00260-WordRTDMAILAfterStreet,"689 ABBOTT ST RTD MAIL, VANCOUVER, BC",CIVIC_NUMBER,"689 Abbott St, Vancouver, BC",[POSTAL_ADDRESS_ELEMENT.notAllowed],F,,,T,T
00261-WordRETURNMAILAfterStreet,"689 ABBOTT ST RETURN MAIL, VANCOUVER, BC",CIVIC_NUMBER,"689 Abbott St, Vancouver, BC",[POSTAL_ADDRESS_ELEMENT.notAllowed],F,,,T,T
00262-WordRETURNEDMAILAfterStreet,"689 ABBOTT ST RETURNED MAIL, VANCOUVER, BC",CIVIC_NUMBER,"689 Abbott St, Vancouver, BC",[POSTAL_ADDRESS_ELEMENT.notAllowed],F,,,T,T
00263-WordMAILINGAfterStreet,"689 ABBOTT ST MAILING, VANCOUVER, BC",CIVIC_NUMBER,"689 Abbott St, Vancouver, BC",[POSTAL_ADDRESS_ELEMENT.notAllowed],F,,,T,T
00264-GoodAddress,"9695 PREST RD, CHILLIWACK, BC",CIVIC_NUMBER,"9695 Prest Rd, Chilliwack, BC",[],F,,,T,T
